chr start   end name    itemRgb   
2L	34000001	34500000	acc69	"#a8a8a8"
2L	34500001	35000000	acc70	"#a9a9a9"
2L	35000001	35500000	acc71	"#909090"
2L	35500001	36000000	acc72	"#949494"
2L	36000001	36500000	acc73	"#a3a3a3"
2L	36500001	37000000	acc74	"#949494"
2L	37000001	37500000	acc75	"#989898"
2L	37500001	38000000	acc76	"#9c9c9c"
2L	38000001	38500000	acc77	"#a7a7a7"
2L	38500001	39000000	acc78	"#bcbcbc"
2L	39000001	39500000	acc79	"#bababa"
2L	39500001	40000000	acc80	"#c4c4c4"
2L	40000001	40500000	acc81	"#b4b4b4"
2L	40500001	41000000	acc82	"#b1b1b1"
2L	41000001	41500000	acc83	"#ababab"
2L	41500001	42000000	acc84	"#919191"
2L	42000001	42500000	acc85	"#b1b1b1"
2L	42500001	43000000	acc86	"#b2b2b2"
2L	43000001	43500000	acc87	"#acacac"
2L	43500001	44000000	acc88	"#a1a1a1"
2L	44000001	44500000	acc89	"#909090"
2L	44500001	45000000	acc90	"#919191"
2L	45000001	45500000	acc91	"#919191"
2L	45500001	46000000	acc92	"#949494"
2L	46000001	46500000	acc93	"#b1b1b1"
2L	46500001	47000000	acc94	"#d8d8d8"
2L	47000001	47500000	acc95	"#d4d4d4"
2L	47500001	48000000	acc96	"#e0e0e0"
2L	48000001	48500000	acc97	"#c5c5c5"
2L	48500001	49000000	acc98	"#dadada"
2L	49000001	49500000	acc99	"#c1c1c1"
2L	49500001	50000000	acc100	"#d4d4d4"
2L	50000001	50500000	acc101	"#dbdbdb"
2L	50500001	51000000	acc102	"#d7d7d7"
2L	51000001	51500000	acc103	"#cecece"
2L	51500001	52000000	acc104	"#d5d5d5"
2L	52000001	52500000	acc105	"#d4d4d4"
2L	52500001	53000000	acc106	"#dfdfdf"
2L	53000001	53500000	acc107	"#e3e3e3"
2L	53500001	53691007	acc108	"#e5e5e5"
2R	1	500000	acc109	"#e3e3e3"
2R	500001	1000000	acc110	"#ececec"
2R	1000001	1500000	acc111	"#ebebeb"
2R	1500001	2000000	acc112	"#dadada"
2R	2000001	2500000	acc113	"#ebebeb"
2R	2500001	3000000	acc114	"#e7e7e7"
2R	3000001	3500000	acc115	"#c6c6c6"
2R	3500001	4000000	acc116	"#bebebe"
2R	4000001	4500000	acc117	"#e2e2e2"
2R	4500001	5000000	acc118	"#d2d2d2"
2R	5000001	5500000	acc119	"#d1d1d1"
2R	5500001	6000000	acc120	"#dedede"
2R	6000001	6500000	acc121	"#c3c3c3"
2R	6500001	7000000	acc122	"#c3c3c3"
2R	7000001	7500000	acc123	"#d9d9d9"
2R	7500001	8000000	acc124	"#dadada"
2R	8000001	8500000	acc125	"#e4e4e4"
2R	8500001	9000000	acc126	"#d2d2d2"
2R	9000001	9500000	acc127	"#c2c2c2"
2R	9500001	10000000	acc128	"#747474"
2R	10000001	10500000	acc129	"#b1b1b1"
2R	10500001	11000000	acc130	"#cbcbcb"
2R	11000001	11500000	acc131	"#bdbdbd"
2R	11500001	12000000	acc132	"#cecece"
2R	12000001	12500000	acc133	"#b7b7b7"
2R	12500001	13000000	acc134	"#c5c5c5"
2R	13000001	13500000	acc135	"#bbbbbb"
2R	13500001	14000000	acc136	"#b8b8b8"
2R	14000001	14500000	acc137	"#c8c8c8"
2R	14500001	15000000	acc138	"#c5c5c5"
2R	15000001	15500000	acc139	"#c4c4c4"
2R	15500001	16000000	acc140	"#c9c9c9"
2R	16000001	16500000	acc141	"#bcbcbc"
2R	16500001	17000000	acc142	"#d5d5d5"
2R	17000001	17500000	acc143	"#cfcfcf"
2R	17500001	18000000	acc144	"#cfcfcf"
2R	18000001	18500000	acc145	"#c8c8c8"
2R	18500001	19000000	acc146	"#cfcfcf"
2R	19000001	19500000	acc147	"#b1b1b1"
2R	19500001	20000000	acc148	"#bdbdbd"
2R	20000001	20500000	acc149	"#c0c0c0"
2R	20500001	21000000	acc150	"#d9d9d9"
2R	21000001	21500000	acc151	"#c2c2c2"
2R	21500001	22000000	acc152	"#dbdbdb"
2R	22000001	22500000	acc153	"#cccccc"
2R	22500001	23000000	acc154	"#d5d5d5"
2R	23000001	23500000	acc155	"#d2d2d2"
2R	23500001	24000000	acc156	"#d3d3d3"
2R	24000001	24500000	acc157	"#d0d0d0"
2R	24500001	25000000	acc158	"#dadada"
2R	25000001	25500000	acc159	"#d2d2d2"
2R	25500001	26000000	acc160	"#c6c6c6"
2R	26000001	26500000	acc161	"#cecece"
2R	26500001	27000000	acc162	"#dfdfdf"
2R	27000001	27500000	acc163	"#a0a0a0"
2R	27500001	28000000	acc164	"#e1e1e1"
2R	28000001	28500000	acc165	"#c8c8c8"
2R	28500001	29000000	acc166	"#e2e2e2"
2R	29000001	29500000	acc167	"#e1e1e1"
2R	29500001	30000000	acc168	"#d9d9d9"
2R	30000001	30500000	acc169	"#cbcbcb"
2R	30500001	31000000	acc170	"#bdbdbd"
2R	31000001	31500000	acc171	"#b0b0b0"
2R	31500001	32000000	acc172	"#b8b8b8"
2R	32000001	32500000	acc173	"#9c9c9c"
2R	32500001	33000000	acc174	"#a7a7a7"
2R	33000001	33500000	acc175	"#b7b7b7"
2R	33500001	34000000	acc176	"#b5b5b5"
2R	34000001	34500000	acc177	"#ababab"
2R	34500001	35000000	acc178	"#bcbcbc"
2R	35000001	35500000	acc179	"#bababa"
2R	35500001	36000000	acc180	"#bababa"
2R	36000001	36500000	acc181	"#a9a9a9"
2R	36500001	37000000	acc182	"#cbcbcb"
2R	37000001	37500000	acc183	"#aeaeae"
2R	37500001	38000000	acc184	"#9e9e9e"
2R	38000001	38500000	acc185	"#b1b1b1"
2R	38500001	39000000	acc186	"#b5b5b5"
2R	39000001	39500000	acc187	"#e1e1e1"
2R	39500001	40000000	acc188	"#d4d4d4"
2R	40000001	40500000	acc189	"#d6d6d6"
2R	40500001	41000000	acc190	"#adadad"
2R	41000001	41500000	acc191	"#909090"
2R	41500001	42000000	acc192	"#a8a8a8"
2R	42000001	42500000	acc193	"#b3b3b3"
2R	42500001	43000000	acc194	"#cdcdcd"
2R	43000001	43500000	acc195	"#bdbdbd"
2R	43500001	44000000	acc196	"#b7b7b7"
2R	44000001	44500000	acc197	"#d0d0d0"
2R	44500001	45000000	acc198	"#969696"
2R	45000001	45500000	acc199	"#a6a6a6"
2R	45500001	46000000	acc200	"#d1d1d1"
2R	46000001	46500000	acc201	"#cfcfcf"
2R	46500001	47000000	acc202	"#c3c3c3"
2R	47000001	47500000	acc203	"#c3c3c3"
2R	47500001	48000000	acc204	"#bebebe"
2R	48000001	48500000	acc205	"#d3d3d3"
2R	48500001	49000000	acc206	"#cdcdcd"
2R	49000001	49500000	acc207	"#b4b4b4"
2R	49500001	50000000	acc208	"#bebebe"
2R	50000001	50500000	acc209	"#cecece"
2R	50500001	51000000	acc210	"#b3b3b3"
2R	51000001	51500000	acc211	"#c6c6c6"
2R	51500001	52000000	acc212	"#b2b2b2"
2R	52000001	52500000	acc213	"#bfbfbf"
2R	52500001	53000000	acc214	"#a6a6a6"
2R	53000001	53500000	acc215	"#a2a2a2"
2R	53500001	54000000	acc216	"#cacaca"
2R	54000001	54500000	acc217	"#bdbdbd"
2R	54500001	55000000	acc218	"#c8c8c8"
2R	55000001	55500000	acc219	"#b9b9b9"
2R	55500001	56000000	acc220	"#c0c0c0"
2R	56000001	56500000	acc221	"#c0c0c0"
2R	56500001	57000000	acc222	"#aaaaaa"
2R	57000001	57500000	acc223	"#ababab"
2R	57500001	58000000	acc224	"#7e7e7e"
2R	58000001	58500000	acc225	"#8d8d8d"
2R	58500001	59000000	acc226	"#7c7c7c"
2R	59000001	59500000	acc227	"#2b2b2b"
2R	59500001	60000000	acc228	"#545454"
2R	60000001	60320594	acc229	"#6d6d6d"
3L	1	500000	acc230	"#505050"
3L	500001	1000000	acc231	"#595959"
3L	1000001	1500000	acc232	"#b5b5b5"
3L	1500001	2000000	acc233	"#c8c8c8"
3L	2000001	2500000	acc234	"#bdbdbd"
3L	2500001	3000000	acc235	"#e4e4e4"
3L	3000001	3500000	acc236	"#c5c5c5"
3L	3500001	4000000	acc237	"#8b8b8b"
3L	4000001	4500000	acc238	"#d9d9d9"
3L	4500001	5000000	acc239	"#d9d9d9"
3L	5000001	5500000	acc240	"#c8c8c8"
3L	5500001	6000000	acc241	"#cdcdcd"
3L	6000001	6500000	acc242	"#4a4a4a"
3L	6500001	7000000	acc243	"#838383"
3L	7000001	7500000	acc244	"#b5b5b5"
3L	7500001	8000000	acc245	"#bfbfbf"
3L	8000001	8500000	acc246	"#a1a1a1"
3L	8500001	9000000	acc247	"#9d9d9d"
3L	9000001	9500000	acc248	"#c6c6c6"
3L	9500001	10000000	acc249	"#959595"
3L	10000001	10500000	acc250	"#a2a2a2"
3L	10500001	11000000	acc251	"#c6c6c6"
3L	11000001	11500000	acc252	"#cbcbcb"
3L	11500001	12000000	acc253	"#acacac"
3L	12000001	12500000	acc254	"#c3c3c3"
3L	12500001	13000000	acc255	"#a3a3a3"
3L	13000001	13500000	acc256	"#c2c2c2"
3L	13500001	14000000	acc257	"#c0c0c0"
3L	14000001	14500000	acc258	"#b5b5b5"
3L	14500001	15000000	acc259	"#8e8e8e"
3L	15000001	15500000	acc260	"#cfcfcf"
3L	15500001	16000000	acc261	"#d4d4d4"
3L	16000001	16500000	acc262	"#c7c7c7"
3L	16500001	17000000	acc263	"#b7b7b7"
3L	17000001	17500000	acc264	"#d8d8d8"
3L	17500001	18000000	acc265	"#c8c8c8"
3L	18000001	18500000	acc266	"#cdcdcd"
3L	18500001	19000000	acc267	"#bfbfbf"
3L	19000001	19500000	acc268	"#a6a6a6"
3L	19500001	20000000	acc269	"#aaaaaa"
3L	20000001	20500000	acc270	"#bababa"
3L	20500001	21000000	acc271	"#b7b7b7"
3L	21000001	21500000	acc272	"#bcbcbc"
3L	21500001	22000000	acc273	"#bdbdbd"
3L	22000001	22500000	acc274	"#adadad"
3L	22500001	23000000	acc275	"#a6a6a6"
3L	23000001	23500000	acc276	"#acacac"
3L	23500001	24000000	acc277	"#c6c6c6"
3L	24000001	24500000	acc278	"#b9b9b9"
3L	24500001	25000000	acc279	"#b4b4b4"
3L	25000001	25500000	acc280	"#b7b7b7"
3L	25500001	26000000	acc281	"#ababab"
3L	26000001	26500000	acc282	"#c4c4c4"
3L	26500001	27000000	acc283	"#c8c8c8"
3L	27000001	27500000	acc284	"#bdbdbd"
3L	27500001	28000000	acc285	"#acacac"
3L	28000001	28500000	acc286	"#b8b8b8"
3L	28500001	29000000	acc287	"#d0d0d0"
3L	29000001	29500000	acc288	"#bdbdbd"
3L	29500001	30000000	acc289	"#c3c3c3"
3L	30000001	30500000	acc290	"#bababa"
3L	30500001	31000000	acc291	"#b9b9b9"
3L	31000001	31500000	acc292	"#aeaeae"
3L	31500001	32000000	acc293	"#cecece"
3L	32000001	32500000	acc294	"#b9b9b9"
3L	32500001	33000000	acc295	"#c1c1c1"
3L	33000001	33500000	acc296	"#c6c6c6"
3L	33500001	34000000	acc297	"#cecece"
3L	34000001	34500000	acc298	"#b8b8b8"
3L	34500001	35000000	acc299	"#c7c7c7"
3L	35000001	35500000	acc300	"#b6b6b6"
3L	35500001	36000000	acc301	"#b0b0b0"
3L	36000001	36500000	acc302	"#aeaeae"
3L	36500001	37000000	acc303	"#cbcbcb"
3L	37000001	37500000	acc304	"#c4c4c4"
3L	37500001	38000000	acc305	"#bcbcbc"
3L	38000001	38500000	acc306	"#d9d9d9"
3L	38500001	39000000	acc307	"#d2d2d2"
3L	39000001	39500000	acc308	"#e2e2e2"
3L	39500001	40000000	acc309	"#cdcdcd"
3L	40000001	40500000	acc310	"#eaeaea"
3L	40500001	40972002	acc311	"#e1e1e1"
3R	1	500000	acc312	"#e7e7e7"
3R	500001	1000000	acc313	"#efefef"
3R	1000001	1500000	acc314	"#dfdfdf"
3R	1500001	2000000	acc315	"#dcdcdc"
3R	2000001	2500000	acc316	"#c4c4c4"
3R	2500001	3000000	acc317	"#dedede"
3R	3000001	3500000	acc318	"#d1d1d1"
3R	3500001	4000000	acc319	"#ebebeb"
3R	4000001	4500000	acc320	"#dedede"
3R	4500001	5000000	acc321	"#e0e0e0"
3R	5000001	5500000	acc322	"#e2e2e2"
3R	5500001	6000000	acc323	"#d4d4d4"
3R	6000001	6500000	acc324	"#bdbdbd"
3R	6500001	7000000	acc325	"#d2d2d2"
3R	7000001	7500000	acc326	"#d9d9d9"
3R	7500001	8000000	acc327	"#ababab"
3R	8000001	8500000	acc328	"#dfdfdf"
3R	8500001	9000000	acc329	"#cfcfcf"
3R	9000001	9500000	acc330	"#d9d9d9"
3R	9500001	10000000	acc331	"#bababa"
3R	10000001	10500000	acc332	"#d9d9d9"
3R	10500001	11000000	acc333	"#aeaeae"
3R	11000001	11500000	acc334	"#c3c3c3"
3R	11500001	12000000	acc335	"#9a9a9a"
3R	12000001	12500000	acc336	"#919191"
3R	12500001	13000000	acc337	"#bdbdbd"
3R	13000001	13500000	acc338	"#b3b3b3"
3R	13500001	14000000	acc339	"#bababa"
3R	14000001	14500000	acc340	"#a0a0a0"
3R	14500001	15000000	acc341	"#a0a0a0"
3R	15000001	15500000	acc342	"#a5a5a5"
3R	15500001	16000000	acc343	"#aeaeae"
3R	16000001	16500000	acc344	"#aaaaaa"
3R	16500001	17000000	acc345	"#a5a5a5"
3R	17000001	17500000	acc346	"#b0b0b0"
3R	17500001	18000000	acc347	"#c3c3c3"
3R	18000001	18500000	acc348	"#c7c7c7"
3R	18500001	19000000	acc349	"#bcbcbc"
3R	19000001	19500000	acc350	"#a8a8a8"
3R	19500001	20000000	acc351	"#b0b0b0"
3R	20000001	20500000	acc352	"#b2b2b2"
3R	20500001	21000000	acc353	"#b6b6b6"
3R	21000001	21500000	acc354	"#c4c4c4"
3R	21500001	22000000	acc355	"#b4b4b4"
3R	22000001	22500000	acc356	"#c6c6c6"
3R	22500001	23000000	acc357	"#c2c2c2"
3R	23000001	23500000	acc358	"#c0c0c0"
3R	23500001	24000000	acc359	"#7e7e7e"
3R	24000001	24500000	acc360	"#b0b0b0"
3R	24500001	25000000	acc361	"#a2a2a2"
3R	25000001	25500000	acc362	"#bdbdbd"
3R	25500001	26000000	acc363	"#aeaeae"
3R	26000001	26500000	acc364	"#dbdbdb"
3R	26500001	27000000	acc365	"#d3d3d3"
3R	27000001	27500000	acc366	"#c9c9c9"
3R	27500001	28000000	acc367	"#c2c2c2"
3R	28000001	28500000	acc368	"#d8d8d8"
3R	28500001	29000000	acc369	"#cacaca"
3R	29000001	29500000	acc370	"#c6c6c6"
3R	29500001	30000000	acc371	"#b9b9b9"
3R	30000001	30500000	acc372	"#262626"
3R	30500001	31000000	acc373	"#9e9e9e"
3R	31000001	31500000	acc374	"#d4d4d4"
3R	31500001	32000000	acc375	"#c3c3c3"
3R	32000001	32500000	acc376	"#bdbdbd"
3R	32500001	33000000	acc377	"#a4a4a4"
3R	33000001	33500000	acc378	"#8d8d8d"
3R	33500001	34000000	acc379	"#b7b7b7"
3R	34000001	34500000	acc380	"#bdbdbd"
3R	34500001	35000000	acc381	"#b9b9b9"
3R	35000001	35500000	acc382	"#c4c4c4"
3R	35500001	36000000	acc383	"#d8d8d8"
3R	36000001	36500000	acc384	"#bdbdbd"
3R	36500001	37000000	acc385	"#b6b6b6"
3R	37000001	37500000	acc386	"#c7c7c7"
3R	37500001	38000000	acc387	"#bfbfbf"
3R	38000001	38500000	acc388	"#c3c3c3"
3R	38500001	39000000	acc389	"#d3d3d3"
3R	39000001	39500000	acc390	"#bdbdbd"
3R	39500001	40000000	acc391	"#2d2d2d"
3R	40000001	40500000	acc392	"#3d3d3d"
3R	40500001	41000000	acc393	"#505050"
3R	41000001	41500000	acc394	"#656565"
3R	41500001	42000000	acc395	"#c8c8c8"
3R	42000001	42500000	acc396	"#e5e5e5"
3R	42500001	43000000	acc397	"#d9d9d9"
3R	43000001	43500000	acc398	"#cdcdcd"
3R	43500001	44000000	acc399	"#c8c8c8"
3R	44000001	44500000	acc400	"#d9d9d9"
3R	44500001	45000000	acc401	"#c5c5c5"
3R	45000001	45500000	acc402	"#bcbcbc"
3R	45500001	46000000	acc403	"#c8c8c8"
3R	46000001	46500000	acc404	"#ababab"
3R	46500001	47000000	acc405	"#b3b3b3"
3R	47000001	47500000	acc406	"#c0c0c0"
3R	47500001	48000000	acc407	"#c2c2c2"
3R	48000001	48500000	acc408	"#bebebe"
3R	48500001	49000000	acc409	"#b7b7b7"
3R	49000001	49500000	acc410	"#ababab"
3R	49500001	50000000	acc411	"#d9d9d9"
3R	50000001	50500000	acc412	"#cecece"
3R	50500001	51000000	acc413	"#b7b7b7"
3R	51000001	51500000	acc414	"#bbbbbb"
3R	51500001	52000000	acc415	"#767676"
3R	52000001	52500000	acc416	"#5b5b5b"
3R	52500001	53000000	acc417	"#454545"
3R	53000001	53056611	acc418	"#262626"
X	1	500000	acc419	"#dedede"
X	500001	1000000	acc420	"#d1d1d1"
X	1000001	1500000	acc421	"#cccccc"
X	1500001	2000000	acc422	"#cccccc"
X	2000001	2500000	acc423	"#d6d6d6"
X	2500001	3000000	acc424	"#d7d7d7"
X	3000001	3500000	acc425	"#c6c6c6"
X	3500001	4000000	acc426	"#c4c4c4"
X	4000001	4500000	acc427	"#d0d0d0"
X	4500001	5000000	acc428	"#c3c3c3"
X	5000001	5500000	acc429	"#cfcfcf"
X	5500001	6000000	acc430	"#d0d0d0"
X	6000001	6500000	acc431	"#c3c3c3"
X	6500001	7000000	acc432	"#bdbdbd"
X	7000001	7500000	acc433	"#cacaca"
X	7500001	8000000	acc434	"#c4c4c4"
X	8000001	8500000	acc435	"#c0c0c0"
X	8500001	9000000	acc436	"#c3c3c3"
X	9000001	9500000	acc437	"#c5c5c5"
X	9500001	10000000	acc438	"#c8c8c8"
X	10000001	10500000	acc439	"#c8c8c8"
X	10500001	11000000	acc440	"#c3c3c3"
X	11000001	11500000	acc441	"#c0c0c0"
X	11500001	12000000	acc442	"#c7c7c7"
X	12000001	12500000	acc443	"#cccccc"
X	12500001	13000000	acc444	"#bfbfbf"
X	13000001	13500000	acc445	"#c2c2c2"
X	13500001	14000000	acc446	"#c3c3c3"
X	14000001	14500000	acc447	"#d1d1d1"
X	14500001	15000000	acc448	"#d2d2d2"
X	15000001	15500000	acc449	"#898989"
X	15500001	16000000	acc450	"#cdcdcd"
X	16000001	16500000	acc451	"#d0d0d0"
X	16500001	17000000	acc452	"#dcdcdc"
X	17000001	17500000	acc453	"#d0d0d0"
X	17500001	18000000	acc454	"#b1b1b1"
X	18000001	18500000	acc455	"#c0c0c0"
X	18500001	19000000	acc456	"#d9d9d9"
X	19000001	19500000	acc457	"#cecece"
X	19500001	20000000	acc458	"#e1e1e1"
X	20000001	20500000	acc459	"#aaaaaa"
X	20500001	21000000	acc460	"#4e4e4e"
X	21000001	21500000	acc461	"#272727"
X	21500001	22000000	acc462	"#3d3d3d"
X	22000001	22500000	acc463	"#424242"
X	22500001	23000000	acc464	"#3e3e3e"
X	23000001	23500000	acc465	"#515151"
X	23500001	24000000	acc466	"#555555"
X	24000001	24500000	acc467	"#313131"
X	24500001	25000000	acc468	"#7a7a7a"
X	25000001	25311795	acc469	"#4f4f4f"
