chr	start	end	name	itemRgb
OX030909.1	14900000	15000000	gc150-0.45911	#feea9b
OX030909.1	15000000	15100000	gc151-0.42388	#fed27f
OX030909.1	15100000	15200000	gc152-0.40161	#fdc171
OX030909.1	15200000	15300000	gc153-0.38289	#fdb163
OX030909.1	15300000	15400000	gc154-0.38599	#fdb365
OX030909.1	15400000	15500000	gc155-0.42627	#fed481
OX030909.1	15500000	15600000	gc156-0.44572	#fee28f
OX030909.1	15600000	15700000	gc157-0.44508	#fee28f
OX030909.1	15700000	15800000	gc158-0.43605	#fedc88
OX030909.1	15800000	15900000	gc159-0.46167	#feeb9d
OX030909.1	15900000	16000000	gc160-0.46281	#feec9f
OX030909.1	16000000	16100000	gc161-0.46041	#feeb9d
OX030909.1	16100000	16200000	gc162-0.43065	#fed884
OX030909.1	16200000	16300000	gc163-0.43162	#fed884
OX030909.1	16300000	16400000	gc164-0.45401	#fee797
OX030909.1	16400000	16500000	gc165-0.45229	#fee695
OX030909.1	16500000	16600000	gc166-0.45571	#fee999
OX030909.1	16600000	16700000	gc167-0.44262	#fee18d
OX030909.1	16700000	16800000	gc168-0.449	#fee593
OX030909.1	16800000	16900000	gc169-0.4531	#fee695
OX030909.1	16900000	17000000	gc170-0.45701	#fee999
OX030909.1	17000000	17100000	gc171-0.45683	#fee999
OX030909.1	17100000	17200000	gc172-0.44313	#fee18d
OX030909.1	17200000	17300000	gc173-0.47597	#fff2aa
OX030909.1	17300000	17400000	gc174-0.43578	#fedc88
OX030909.1	17400000	17500000	gc175-0.41982	#fece7c
OX030909.1	17500000	17600000	gc176-0.42616	#fed481
OX030909.1	17600000	17700000	gc177-0.42511	#fed481
OX030909.1	17700000	17800000	gc178-0.43913	#fee08b
OX030909.1	17800000	17900000	gc179-0.46307	#feec9f
OX030909.1	17900000	18000000	gc180-0.44332	#fee18d
OX030909.1	18000000	18100000	gc181-0.42496	#fed27f
OX030909.1	18100000	18200000	gc182-0.4373	#fede89
OX030909.1	18200000	18300000	gc183-0.4277	#fed683
OX030909.1	18300000	18400000	gc184-0.42229	#fed07e
OX030909.1	18400000	18500000	gc185-0.43136	#fed884
OX030909.1	18500000	18600000	gc186-0.44095	#fee08b
OX030909.1	18600000	18700000	gc187-0.45765	#fee999
OX030909.1	18700000	18800000	gc188-0.4399497487437186	#fee08b
OX030909.1	18800000	18900000	gc189-0.4445	#fee28f
OX030909.1	18900000	19000000	gc190-0.45244	#fee695
OX030909.1	19000000	19100000	gc191-0.41743	#fecc7b
OX030909.1	19100000	19200000	gc192-0.468	#feefa3
OX030909.1	19200000	19300000	gc193-0.49209	#fffbb8
OX030909.1	19300000	19400000	gc194-0.43756	#fede89
OX030909.1	19400000	19500000	gc195-0.46047	#feeb9d
OX030909.1	19500000	19600000	gc196-0.46393	#feec9f
OX030909.1	19600000	19700000	gc197-0.44864	#fee593
OX030909.1	19700000	19800000	gc198-0.45458	#fee797
OX030909.1	19800000	19900000	gc199-0.4707	#fff0a6
OX030909.1	19900000	20000000	gc200-0.43815	#fede89
OX030909.1	20000000	20100000	gc201-0.44168	#fee18d
OX030909.1	20100000	20200000	gc202-0.41373	#feca79
OX030909.1	20200000	20300000	gc203-0.44182	#fee18d
OX030909.1	20300000	20400000	gc204-0.4046	#fdc372
OX030909.1	20400000	20500000	gc205-0.39831	#fdbd6d
OX030909.1	20500000	20600000	gc206-0.42116	#fed07e
OX030909.1	20600000	20700000	gc207-0.41469	#feca79
OX030909.1	20700000	20800000	gc208-0.42905	#fed683
OX030909.1	20800000	20900000	gc209-0.38838	#fdb567
OX030909.1	20900000	21000000	gc210-0.4292	#fed683
OX030909.1	21000000	21100000	gc211-0.40722	#fdc574
OX030909.1	21100000	21200000	gc212-0.43582	#fedc88
OX030909.1	21200000	21300000	gc213-0.43223	#feda86
OX030909.1	21300000	21400000	gc214-0.42923	#fed683
OX030909.1	21400000	21500000	gc215-0.41633	#fecc7b
OX030909.1	21500000	21600000	gc216-0.41899	#fece7c
OX030909.1	21600000	21700000	gc217-0.44011	#fee08b
OX030909.1	21700000	21800000	gc218-0.40316	#fdc171
OX030909.1	21800000	21900000	gc219-0.4121	#fec877
OX030909.1	21900000	22000000	gc220-0.42083	#fed07e
OX030909.1	22000000	22100000	gc221-0.42027	#fece7c
OX030909.1	22100000	22200000	gc222-0.4165	#fecc7b
OX030909.1	22200000	22300000	gc223-0.4284	#fed683
OX030909.1	22300000	22400000	gc224-0.41214	#fec877
OX030909.1	22400000	22500000	gc225-0.41223	#fec877
OX030909.1	22500000	22600000	gc226-0.41043	#fdc776
OX030909.1	22600000	22700000	gc227-0.45204	#fee695
OX030909.1	22700000	22800000	gc228-0.41169	#fec877
OX030909.1	22800000	22900000	gc229-0.42079	#fed07e
OX030909.1	22900000	23000000	gc230-0.41505	#feca79
OX030909.1	23000000	23100000	gc231-0.41143	#fec877
OX030909.1	23100000	23200000	gc232-0.42229	#fed07e
OX030909.1	23200000	23300000	gc233-0.42754	#fed683
OX030909.1	23300000	23400000	gc234-0.40153	#fdbf6f
OX030909.1	23400000	23500000	gc235-0.40131	#fdbf6f
OX030909.1	23500000	23600000	gc236-0.40184	#fdc171
OX030909.1	23600000	23700000	gc237-0.41089	#fdc776
OX030909.1	23700000	23800000	gc238-0.42562	#fed481
OX030909.1	23800000	23900000	gc239-0.42255	#fed07e
OX030909.1	23900000	24000000	gc240-0.40853	#fdc574
OX030909.1	24000000	24100000	gc241-0.4016281407035176	#fdc171
OX030909.1	24100000	24200000	gc242-0.48358	#fff6b0
OX030909.1	24200000	24300000	gc243-0.47818	#fff3ac
OX030909.1	24300000	24400000	gc244-0.42277	#fed27f
OX030909.1	24400000	24500000	gc245-0.39666	#fdbb6c
OX030909.1	24500000	24600000	gc246-0.41014	#fdc776
OX030909.1	24600000	24700000	gc247-0.42338	#fed27f
OX030909.1	24700000	24800000	gc248-0.41883	#fece7c
OX030909.1	24800000	24900000	gc249-0.41534	#feca79
OX030909.1	24900000	25000000	gc250-0.40684	#fdc574
OX030909.1	25000000	25100000	gc251-0.40872	#fdc776
OX030909.1	25100000	25200000	gc252-0.41674	#fecc7b
OX030909.1	25200000	25300000	gc253-0.41513	#feca79
OX030909.1	25300000	25400000	gc254-0.40823	#fdc574
OX030909.1	25400000	25500000	gc255-0.40875	#fdc776
OX030909.1	25500000	25600000	gc256-0.43208	#feda86
OX030909.1	25600000	25700000	gc257-0.40234	#fdc171
OX030909.1	25700000	25800000	gc258-0.42218	#fed07e
OX030909.1	25800000	25900000	gc259-0.41201	#fec877
OX030909.1	25900000	26000000	gc260-0.40333	#fdc171
OX030909.1	26000000	26100000	gc261-0.4066733466933868	#fdc574
OX030909.1	26100000	26200000	gc262-0.41146	#fec877
OX030909.1	26200000	26300000	gc263-0.37536	#fca85e
OX030909.1	26300000	26400000	gc264-0.41674	#fecc7b
OX030909.1	26400000	26500000	gc265-0.42282	#fed27f
OX030909.1	26500000	26600000	gc266-0.41559	#feca79
OX030909.1	26600000	26700000	gc267-0.3909	#fdb768
OX030909.1	26700000	26800000	gc268-0.47606	#fff2aa
OX030909.1	26800000	26900000	gc269-0.49868	#fffebe
OX030909.1	26900000	27000000	gc270-0.51777	#f8fcb4
OX030909.1	27000000	27100000	gc271-0.52252	#f6fbb0
OX030909.1	27100000	27200000	gc272-0.43374	#feda86
OX030909.1	27200000	27300000	gc273-0.44512	#fee28f
OX030909.1	27300000	27400000	gc274-0.43641	#fedc88
OX030909.1	27400000	27500000	gc275-0.43105	#fed884
OX030909.1	27500000	27600000	gc276-0.43647	#fedc88
OX030909.1	27600000	27700000	gc277-0.43171	#fed884
OX030909.1	27700000	27800000	gc278-0.44021	#fee08b
OX030909.1	27800000	27900000	gc279-0.4295	#fed683
OX030909.1	27900000	28000000	gc280-0.43479	#fedc88
OX030909.1	28000000	28097889	gc281-0.5156861342949668	#f9fcb5
CALSDY020000001.1	0	100000	gc282-0.43337	#feda86
CALSDY020000001.1	100000	200000	gc283-0.43202	#fed884
CALSDY020000001.1	200000	300000	gc284-0.43616	#fedc88
CALSDY020000001.1	300000	400000	gc285-0.43194	#fed884
CALSDY020000001.1	400000	500000	gc286-0.43526	#fedc88
CALSDY020000001.1	500000	600000	gc287-0.42511	#fed481
CALSDY020000001.1	600000	700000	gc288-0.43054	#fed884
CALSDY020000001.1	700000	800000	gc289-0.42813	#fed683
CALSDY020000001.1	800000	900000	gc290-0.43116	#fed884
CALSDY020000001.1	900000	1000000	gc291-0.4278	#fed683
CALSDY020000001.1	1000000	1100000	gc292-0.42562	#fed481
CALSDY020000001.1	1100000	1200000	gc293-0.4271	#fed481
CALSDY020000001.1	1200000	1300000	gc294-0.42486	#fed27f
CALSDY020000001.1	1300000	1400000	gc295-0.43312	#feda86
CALSDY020000001.1	1400000	1500000	gc296-0.43115	#fed884
CALSDY020000001.1	1500000	1600000	gc297-0.43332	#feda86
CALSDY020000001.1	1600000	1700000	gc298-0.41636	#fecc7b
CALSDY020000001.1	1700000	1800000	gc299-0.42525	#fed481
CALSDY020000001.1	1800000	1900000	gc300-0.43024	#fed884
CALSDY020000001.1	1900000	2000000	gc301-0.43306	#feda86
CALSDY020000001.1	2000000	2100000	gc302-0.48781	#fff8b4
CALSDY020000001.1	2100000	2164118	gc303-0.5194953055304282	#f7fcb2
CALSDY020000010.1	0	100000	gc304-0.49546	#fffdbc
CALSDY020000010.1	100000	164687	gc305-0.5044753969112805	#fefebd
CALSDY020000100.1	0	31174	gc306-0.4971129787643549	#fffdbc
CALSDY020000101.1	0	31013	gc307-0.4907619385419018	#fffbb8
CALSDY020000102.1	0	30759	gc308-0.4937741799148217	#fffcba
CALSDY020000103.1	0	30683	gc309-0.4708796401916371	#fff0a6
CALSDY020000104.1	0	30218	gc310-0.5030776358461844	#fefebd
CALSDY020000105.1	0	30108	gc311-0.47369469908330014	#fff1a8
CALSDY020000106.1	0	30010	gc312-0.4948350549816728	#fffcba
CALSDY020000107.1	0	29908	gc313-0.49120636618964825	#fffbb8
CALSDY020000108.1	0	29727	gc314-0.49759477915699535	#fffdbc
CALSDY020000109.1	0	29131	gc315-0.5067797191994782	#fdfebb
CALSDY020000011.1	0	100000	gc316-0.49256	#fffbb8
CALSDY020000011.1	100000	154153	gc317-0.5020405148375898	#ffffbe
CALSDY020000110.1	0	28987	gc318-0.48670093490185257	#fff8b4
CALSDY020000111.1	0	28919	gc319-0.4587987136484664	#feea9b
CALSDY020000112.1	0	28851	gc320-0.5128765034140931	#fafdb7
CALSDY020000113.1	0	28692	gc321-0.4983619127282866	#fffebe
CALSDY020000114.1	0	28627	gc322-0.49949348517134173	#fffebe
CALSDY020000115.1	0	28329	gc323-0.4915104663066116	#fffbb8
CALSDY020000116.1	0	27695	gc324-0.5008485286152735	#ffffbe
CALSDY020000117.1	0	27644	gc325-0.48730285052814354	#fff8b4
CALSDY020000118.1	0	27310	gc326-0.5013914317099963	#ffffbe
CALSDY020000119.1	0	27237	gc327-0.488526636560561	#fffab6
CALSDY020000012.1	0	100000	gc328-0.50157	#ffffbe
CALSDY020000012.1	100000	123972	gc329-0.5138912064074754	#fafdb7
CALSDY020000120.1	0	27092	gc330-0.49981544367340913	#fffebe
CALSDY020000121.1	0	27045	gc331-0.5136254390830098	#fafdb7
CALSDY020000122.1	0	26917	gc332-0.490507857487833	#fffab6
CALSDY020000123.1	0	26882	gc333-0.4879473253478164	#fff8b4
CALSDY020000124.1	0	26860	gc334-0.4653760238272524	#feeda1
CALSDY020000125.1	0	26823	gc335-0.5028147485367036	#fefebd
CALSDY020000126.1	0	26406	gc336-0.50496099371355	#fdfebb
CALSDY020000127.1	0	26357	gc337-0.47862048032780663	#fff3ac
CALSDY020000128.1	0	25615	gc338-0.48791723599453446	#fff8b4
CALSDY020000129.1	0	25535	gc339-0.48317994908948503	#fff6b0
CALSDY020000013.1	0	100000	gc340-0.48612	#fff8b4
CALSDY020000013.1	100000	121854	gc341-0.49405143223208564	#fffcba
CALSDY020000130.1	0	25490	gc342-0.4917614750882699	#fffbb8
CALSDY020000131.1	0	25341	gc343-0.5066098417584152	#fdfebb
CALSDY020000132.1	0	25250	gc344-0.4994059405940594	#fffebe
CALSDY020000133.1	0	25080	gc345-0.49780701754385964	#fffebe
CALSDY020000134.1	0	24884	gc346-0.49823179553126506	#fffebe
CALSDY020000135.1	0	24851	gc347-0.4850911432135528	#fff7b2
CALSDY020000136.1	0	24833	gc348-0.47569766037128014	#fff2aa
CALSDY020000137.1	0	24830	gc349-0.463229963753524	#feec9f
CALSDY020000138.1	0	24569	gc350-0.4912287842403028	#fffbb8
CALSDY020000139.1	0	24488	gc351-0.5089023195034302	#fcfeba
CALSDY020000014.1	0	100000	gc352-0.51879	#f7fcb2
CALSDY020000014.1	100000	111972	gc353-0.5002505846976278	#ffffbe
CALSDY020000140.1	0	24465	gc354-0.49339873288371144	#fffcba
CALSDY020000141.1	0	23363	gc355-0.4947566665239909	#fffcba
CALSDY020000142.1	0	22709	gc356-0.49936148663525476	#fffebe
CALSDY020000143.1	0	22708	gc357-0.5016293817156949	#ffffbe
CALSDY020000144.1	0	22555	gc358-0.48641099534471294	#fff8b4
CALSDY020000145.1	0	22486	gc359-0.4944409855020902	#fffcba
CALSDY020000146.1	0	22469	gc360-0.5117272686812943	#fafdb7
CALSDY020000147.1	0	22424	gc361-0.5046378879771674	#fefebd
CALSDY020000148.1	0	22389	gc362-0.5160569922729912	#f9fcb5
CALSDY020000149.1	0	22304	gc363-0.5108500717360115	#fbfdb8
CALSDY020000015.1	0	100000	gc364-0.50342	#fefebd
CALSDY020000015.1	100000	101726	gc365-0.5857473928157589	#cdeb9d
CALSDY020000150.1	0	21931	gc366-0.4874834708859605	#fff8b4
CALSDY020000151.1	0	21229	gc367-0.48951905412407554	#fffab6
CALSDY020000152.1	0	21011	gc368-0.49983342058921515	#fffebe
CALSDY020000153.1	0	20642	gc369-0.5146303652746826	#f9fcb5
CALSDY020000154.1	0	20409	gc370-0.4883629771179382	#fffab6
CALSDY020000155.1	0	20295	gc371-0.4927814732692781	#fffbb8
CALSDY020000156.1	0	19932	gc372-0.5333634356813165	#f1f9a9
CALSDY020000157.1	0	19375	gc373-0.5048774193548388	#fdfebb
CALSDY020000158.1	0	19277	gc374-0.48700523940447166	#fff8b4
CALSDY020000159.1	0	18880	gc375-0.5048199152542373	#fdfebb
CALSDY020000016.1	0	100000	gc376-0.44517	#fee28f
CALSDY020000016.1	100000	101719	gc377-0.5002908667830134	#ffffbe
CALSDY020000160.1	0	17445	gc378-0.492920607623961	#fffbb8
CALSDY020000161.1	0	15611	gc379-0.5188008455576196	#f7fcb2
CALSDY020000017.1	0	100000	gc380-0.49885	#fffebe
CALSDY020000017.1	100000	100994	gc381-0.45271629778672035	#fee695
CALSDY020000018.1	0	99177	gc382-0.4940661645341158	#fffcba
CALSDY020000019.1	0	96204	gc383-0.5101243191551287	#fbfdb8
CALSDY020000002.1	0	100000	gc384-0.5015	#ffffbe
CALSDY020000002.1	100000	200000	gc385-0.49806	#fffebe
CALSDY020000002.1	200000	300000	gc386-0.48878	#fffab6
CALSDY020000002.1	300000	400000	gc387-0.48509	#fff7b2
CALSDY020000002.1	400000	500000	gc388-0.49122	#fffbb8
CALSDY020000002.1	500000	600000	gc389-0.48985	#fffab6
CALSDY020000002.1	600000	657391	gc390-0.4790123887020613	#fff5ae
CALSDY020000020.1	0	95944	gc391-0.5115900942216293	#fbfdb8
CALSDY020000021.1	0	87820	gc392-0.5059553632429971	#fdfebb
CALSDY020000022.1	0	87085	gc393-0.4945742665212149	#fffcba
CALSDY020000023.1	0	81098	gc394-0.5059187649510469	#fdfebb
CALSDY020000024.1	0	80938	gc395-0.492994637870963	#fffcba
CALSDY020000025.1	0	79180	gc396-0.5014018691588785	#ffffbe
CALSDY020000026.1	0	77200	gc397-0.49112694300518134	#fffbb8
CALSDY020000027.1	0	76972	gc398-0.4962064127215091	#fffdbc
CALSDY020000028.1	0	75007	gc399-0.47030277174130414	#fff0a6
CALSDY020000029.1	0	74530	gc400-0.48359050046960955	#fff6b0
CALSDY020000003.1	0	100000	gc401-0.39075	#fdb768
CALSDY020000003.1	100000	200000	gc402-0.39047	#fdb768
CALSDY020000003.1	200000	300000	gc403-0.38997	#fdb768
CALSDY020000003.1	300000	400000	gc404-0.39031	#fdb768
CALSDY020000003.1	400000	500000	gc405-0.38979	#fdb567
CALSDY020000003.1	500000	569462	gc406-0.3896087069188909	#fdb567
CALSDY020000030.1	0	73837	gc407-0.4942914798813603	#fffcba
CALSDY020000031.1	0	71468	gc408-0.4951586724128281	#fffcba
CALSDY020000032.1	0	70457	gc409-0.5115176632556027	#fbfdb8
CALSDY020000033.1	0	69987	gc410-0.5090373926586366	#fcfeba
CALSDY020000034.1	0	69926	gc411-0.4936075279581272	#fffcba
CALSDY020000035.1	0	69696	gc412-0.4923525022956841	#fffbb8
CALSDY020000036.1	0	62937	gc413-0.5015015015015015	#ffffbe
CALSDY020000037.1	0	61640	gc414-0.49037962362102533	#fffab6
CALSDY020000038.1	0	60906	gc415-0.5029225363675172	#fefebd
CALSDY020000039.1	0	58984	gc416-0.50952800759528	#fbfdb8
CALSDY020000004.1	0	100000	gc417-0.50301	#fefebd
CALSDY020000004.1	100000	200000	gc418-0.4954	#fffdbc
CALSDY020000004.1	200000	300000	gc419-0.5118	#fafdb7
CALSDY020000004.1	300000	387890	gc420-0.485650532097494	#fff7b2
CALSDY020000040.1	0	57885	gc421-0.4988338947913967	#fffebe
CALSDY020000041.1	0	55467	gc422-0.4956100023437359	#fffdbc
CALSDY020000042.1	0	54849	gc423-0.49623511823369615	#fffdbc
CALSDY020000043.1	0	53878	gc424-0.5179850773970823	#f8fcb4
CALSDY020000044.1	0	53521	gc425-0.48097008650809964	#fff5ae
CALSDY020000045.1	0	52870	gc426-0.5003593720446378	#ffffbe
CALSDY020000046.1	0	52099	gc427-0.47774429451620953	#fff3ac
CALSDY020000047.1	0	50272	gc428-0.48516072565245066	#fff7b2
CALSDY020000048.1	0	50102	gc429-0.4929144545127939	#fffbb8
CALSDY020000049.1	0	50012	gc430-0.5033791889946413	#fefebd
CALSDY020000005.1	0	100000	gc431-0.4781	#fff3ac
CALSDY020000005.1	100000	200000	gc432-0.48763	#fff8b4
CALSDY020000005.1	200000	276960	gc433-0.5090566528066528	#fcfeba
CALSDY020000050.1	0	49911	gc434-0.49399931878744163	#fffcba
CALSDY020000051.1	0	49882	gc435-0.4800930195260816	#fff5ae
CALSDY020000052.1	0	49160	gc436-0.44342961757526445	#fee18d
CALSDY020000053.1	0	46771	gc437-0.4868828975219687	#fff8b4
CALSDY020000054.1	0	45757	gc438-0.5024367856284284	#fefebd
